X,Y,OBJECTID,Type,Name_Full,Name_Line1,Name_Line2,STATUS,ODE_Institution_ID,ODE_ELD_License_No,DHS_OHA_Alt_ID,Site_Address_Line1,Site_Address_Line2,Site_City,Site_State,Site_Zipcode,Site_Zipcode_Plus4,Mail_Address_Line1,Mail_Address_Line2,Mail_City,Mail_State,Mail_Zipcode,Mail_Zipcode_Plus4,Phone,Phone_Fax,Email,Website,Parent_Institution_Name,Grade_Lowest_NS12,Grade_Highest_NS12,Beginning_Age_In_Months,End_Age_In_Years,Early_Learning_HUB_Name,County_Name,County_FIPS_Code,DHS_CW_District_Number,FlashAlert_Region,SBHC_Name,JoinId,POINT_X,POINT_Y,cSteward,effDate,Review_Date,Review_Staff_Name,Review_Method
-13731005.5034,5347870.2073,633,Private School,Geneva Academy,Geneva Academy,,Active,,,100074,2152 NE Vine St,,Roseburg,OR,97470,0,P.O. Box 1154,,Roseburg,OR,97470,0,541-637-7500,,info@genevaroseburg.com,http://www.genevaroseburg.com,,3,12,-99,-99,South-Central Oregon Early Learning Hub,DOUGLAS,19,6,Eugene (Valley) - Albany/Corvallis to Roseburg,,100074,-123.3477211,43.2353945400001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/07/10 00:00:00+00,Tricia MacInnes,"Google Streetview, Google search"
-13730853.8484,5347947.6482,634,Public School,Joseph Lane Middle School,Joseph Lane Middle School,,Active,279,,,2153 NE Vine St,,Roseburg,OR,97470,1599,2153 NE Vine St,,Roseburg,OR,97470,1599,541-440-4104,541-440-4100,nopp@roseburg.k12.or.us,www.roseburg.k12.or.us/jolane,Roseburg SD 4,6,8,-99,-99,South-Central Oregon Early Learning Hub,DOUGLAS,19,6,Eugene (Valley) - Albany/Corvallis to Roseburg,,279,-123.34635876,43.2359013600001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2015/01/09 00:00:00+00,Chris Rowlette,Email
-13432433.6514,5348393.4245,635,Private School,Solid Rock Christian School,Solid Rock Christian School,,Active,,,100113,87921 Christmas Valley Hwy,Suite B,Christmas Valley,OR,97641,0,P.O. Box 745,,Christmas Valley,OR,97641,0,541-576-2895,541-576-3554,srcs2895@yahoo.com,,,-1,12,-99,-99,South-Central Oregon Early Learning Hub,LAKE,37,11,Bend/Central-Eastern Oregon,,100113,-120.66560452,43.23881871,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/06/16 00:00:00+00,Arron Heriford,Google
-13739551.0409,5348880.6269,636,Family Child Care Home,"Flaherty, Angela L","Flaherty, Angela L",,Active,,RF535404,,1707 Melrose Rd,,Roseburg,OR,97471,9636,1707 Melrose Rd,,Roseburg,OR,97471,9636,541-643-0341,,datonorth@yahoo.com,,,,,,,South-Central Oregon Early Learning Hub,DOUGLAS,19,6,Eugene (Valley) - Albany/Corvallis to Roseburg,,RF535404,-123.42448697,43.2420070100001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,Dani Hall,Google Maps
-13741848.9524,5349093.1027,637,Public School,Melrose Elementary School,Melrose Elementary School,,Active,274,,,2960 Melrose Rd,,Roseburg,OR,97471,9637,2960 Melrose Rd,,Roseburg,OR,97471,9637,541-440-4077,541-440-4078,TRasmussen@roseburg.k12.or.us,www.roseburg.k12.or.us/melrose,Roseburg SD 4,-1,5,-99,-99,South-Central Oregon Early Learning Hub,DOUGLAS,19,6,Eugene (Valley) - Albany/Corvallis to Roseburg,,274,-123.44512946,43.2433974200001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2015/01/09 00:00:00+00,Chris Rowlette,Email
-13731387.15,5349114.8959,638,Family Child Care Home,"Cuellar, Rachel Marie","Cuellar, Rachel Marie",,Active,,RF523268,,373 Big Bend Rd,,Roseburg,OR,97471,9600,373 Big Bend Rd,,Roseburg,OR,97471,9600,541-430-1505,,Rachel8_C@yahoo.com,,,,,,,South-Central Oregon Early Learning Hub,DOUGLAS,19,6,Eugene (Valley) - Albany/Corvallis to Roseburg,,RF523268,-123.35114949,43.2435400300001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,Dani Hall,Google Maps
-13458818.2921,5349338.2533,639,Public School,North Lake School,North Lake School,,Active,1289,,,57566 Fort Rock Rd,,Silver Lake,OR,97638,9629,57566 Fort Rock Rd,,Silver Lake,OR,97638,9629,541-576-2121,541-576-2705,dkerr@nlake.k12.or.us,www.nlake.k12.or.us,North Lake SD 14,-1,12,-99,-99,South-Central Oregon Early Learning Hub,LAKE,37,11,Bend/Central-Eastern Oregon,,1289,-120.90262178,43.24500161,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2015/01/27 00:00:00+00,Chris Rowlette,Email
-13458741.1477,5349382.9322,640,School District,North Lake SD 14,North Lake SD 14,,Active,2061,,,57566 Fort Rock Rd,,Silver Lake,OR,97638,0,57566 Fort Rock Rd,,Silver Lake,OR,97638,0,541-576-2121,541-576-2705,dkerr@nlake.k12.or.us,www.nlake.k12.or.us,Lake County ESD,-99,-99,-99,-99,South-Central Oregon Early Learning Hub,LAKE,37,11,Bend/Central-Eastern Oregon,,2061,-120.90192878,43.24529397,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,,,
-13731125.0238,5349479.5603,641,Family Child Care Home,"Garza, Dana Donell","Garza, Dana Donell",,Active,,RF058974,,3090 NE Johnson St,,Roseburg,OR,97470,1204,3090 NE Johnson St,,Roseburg,OR,97470,1204,541-440-9268,,danagarza6@gmail.com,,,,,,,South-Central Oregon Early Learning Hub,DOUGLAS,19,6,Eugene (Valley) - Albany/Corvallis to Roseburg,,RF058974,-123.34879477,43.24592626,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,Dani Hall,Google Maps
-13731343.8846,5351004.3924,642,Family Child Care Home,"Fox, Kimberly Ann","Fox, Kimberly Ann",,Active,,RF519230,,139 Mobridge Ave,,Roseburg,OR,97470,1103,139 Mobridge Ave,,Roseburg,OR,97470,1103,541-817-9293,,kimmieskare@gmail.com,,,,,,,South-Central Oregon Early Learning Hub,DOUGLAS,19,6,Eugene (Valley) - Albany/Corvallis to Roseburg,,RF519230,-123.35076083,43.25590319,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,Dani Hall,Google Maps
-13731374.4529,5352141.4776,643,Child Care Center,Family Development Center,Family Development Center,,Active,,CC052541,,300 Jerrys Dr,,Roseburg,OR,97470,1132,300 Jerrys Dr,,Roseburg,OR,97470,1132,541-673-4354,,camasm@fdcroseburg.org,,,,,1,5,South-Central Oregon Early Learning Hub,DOUGLAS,19,6,Eugene (Valley) - Albany/Corvallis to Roseburg,,CC052541,-123.35103543,43.2633420400001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,Arron Heriford,Google Maps
-13748657.4539,5352448.0773,644,Family Child Care Home,"Smith, Chelli Marie","Smith, Chelli Marie",,Inactive,,RF517907,,3591 Elgarose Rd,,Roseburg,OR,97471,,3591 Elgarose Rd,,Roseburg,OR,97471,,541-229-0300,,racefansmith3@yahoo.com,,,,,,,South-Central Oregon Early Learning Hub,DOUGLAS,19,6,Eugene (Valley) - Albany/Corvallis to Roseburg,,RF517907,-123.50629127,43.26534767,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/07/20 00:00:00+00,Dani Hall,Google Maps
-13731341.7428,5355080.2563,645,Child Care Center,UCAN Head Start-Winchester,UCAN Head Start-Winchester,,Active,,CC503658,,217 Pioneer Way,,Winchester,OR,97495,8983,280 Kenneth Ford Dr,,Roseburg,OR,97470,,541-671-8055,,shawn.massingale@ucancap.org,,,,,36,5,South-Central Oregon Early Learning Hub,DOUGLAS,19,6,Eugene (Valley) - Albany/Corvallis to Roseburg,,CC503658,-123.35074159,43.28256342,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,Dani Hall,Google Maps
-13731336.0855,5355082.9629,646,Public School,Winchester Elementary,Winchester Elementary,,Active,277,,,217 Pioneer Way,,Winchester,OR,97495,0,217 Pioneer Way,,Winchester,OR,97495,778,541-440-4184,541-440-4187,mlocke@roseburg.k12.or.us,www.roseburg.k12.or.us/winchester,Roseburg SD 4,-2,5,-99,-99,South-Central Oregon Early Learning Hub,DOUGLAS,19,6,Eugene (Valley) - Albany/Corvallis to Roseburg,,277,-123.35069077,43.28258112,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2015/01/09 00:00:00+00,Chris Rowlette,Email
-13729502.8038,5356244.4977,647,Community College,Umpqua Community College - Main Campus,Umpqua Community College,Main Campus,Active,,,100380,1140 Umpqua College Rd,,Roseburg,OR,97470,0,1140 Umpqua College Rd,,Roseburg,OR,97470,0,541-440-4600,,,http://www.umpqua.edu/,Umpqua Community College ,-99,-99,-99,-99,South-Central Oregon Early Learning Hub,DOUGLAS,19,6,Eugene (Valley) - Albany/Corvallis to Roseburg,,100380,-123.33422212,43.29017658,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/08/05 00:00:00+00,Tricia MacInnes,Google Streetview
-13729524.3252,5356374.0723,648,Child Care Center,Maple Corner Montessori,Maple Corner Montessori,,Active,,CC503591,,1140 Umpqua College Rd,,Roseburg,OR,97470,9490,PO Box 814,,Winchester,OR,97495,,541-391-4777,,info@maplecornermontessori.com,,,,,36,11,South-Central Oregon Early Learning Hub,DOUGLAS,19,6,Eugene (Valley) - Albany/Corvallis to Roseburg,,CC503591,-123.33441545,43.29102383,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,Dani Hall,Google Maps
-13703057.858,5357675.1273,649,Public School,Glide High School,Glide High School,,Active,285,,,18990 N Umpqua Hwy,,Glide,OR,97443,9718,18990 N Umpqua Hwy,,Glide,OR,97443,9718,541-496-3554,541-496-4304,pam.maurice@glide.k12.or.us,www.glide.k12.or.us,Glide SD 12,9,12,-99,-99,South-Central Oregon Early Learning Hub,DOUGLAS,19,6,Eugene (Valley) - Albany/Corvallis to Roseburg,,285,-123.09666313,43.29953039,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2015/02/13 00:00:00+00,Chris Rowlette,Email
-13703057.858,5357675.1273,650,Public School,Glide Middle School,Glide Middle School,,Active,284,,,18990 N Umpqua Hwy,,Glide,OR,97443,9744,301 Glide Loop Dr,,Glide,OR,97443,9744,541-496-3516,541-496-4302,joanne.callaway@glide.k12.or.us,www.glide.k12.or.us,Glide SD 12,7,8,-99,-99,South-Central Oregon Early Learning Hub,DOUGLAS,19,6,Eugene (Valley) - Albany/Corvallis to Roseburg,,284,-123.09666313,43.29953039,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2015/02/13 00:00:00+00,Chris Rowlette,Email
-13703481.6335,5357786.6037,651,School District,Glide SD 12,Glide SD 12,,Active,1992,,,301 Glide Loop Dr,,Glide,OR,97443,0,301 Glide Loop Dr,,Glide,OR,97443,0,541-496-3521,541-496-4300,mnarkiewicz@glide.k12.or.us,www.glide.k12.or.us,Douglas ESD,-99,-99,-99,-99,South-Central Oregon Early Learning Hub,DOUGLAS,19,6,Eugene (Valley) - Albany/Corvallis to Roseburg,,1992,-123.10046997,43.3002591900001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,,,
-13701901.4132,5358878.1276,652,Public School,Glide Elementary School,Glide Elementary School,,Active,282,,,1477 Glide Loop Dr,,Glide,OR,97443,9758,1477 Glide Loop Dr,,Glide,OR,97443,9758,541-496-3524,541-496-4301,jerry.halter@glide.k12.or.us,www.glide.k12.or.us,Glide SD 12,-1,6,-99,-99,South-Central Oregon Early Learning Hub,DOUGLAS,19,6,Eugene (Valley) - Albany/Corvallis to Roseburg,,282,-123.08627461,43.30739479,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2015/02/13 00:00:00+00,Chris Rowlette,Email
-13036474.8903,5360306.9929,653,Public School,Rockville Elementary School,Rockville Elementary School,,Active,3132,,,737 Succor Creek Rd,,Jordan Valley,OR,97910,9616,PO Box 99,,Jordan Valley,OR,97910,99,541-586-2213,,rusty.bengoa@jordanvalley.k12.or.us,www.jordanvalley.k12.or.us,Jordan Valley SD 3,-1,8,-99,-99,Eastern Oregon Community Based Services Hub,MALHEUR,45,14,Bend/Central-Eastern Oregon,,3132,-117.10864645,43.31673442,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2015/01/06 00:00:00+00,Chris Rowlette,Email
-13278089.389,5362349.3326,654,Public School,Double O Elementary School,Double O Elementary School,,Active,352,,,60077 Double O Rd,,Hines,OR,97738,0,PO Box 888,,Hines,OR,97738,888,541-493-2400,,neuschwk@harneyesd.k12.or.us,NULL,Double O SD 28,-1,8,-99,-99,Frontier Early Learning Hub,HARNEY,25,14,Bend/Central-Eastern Oregon,,352,-119.27910642,43.33008147,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/08/06 00:00:00+00,Arron Heriford,Google / Google Streetview
-13278089.389,5362349.3326,655,School District,Double O SD 28,Double O SD 28,,Active,2021,,,60077 Double O Rd,,Hines,OR,97738,0,PO Box 888,,Hines,OR,97738,0,541-493-2400,,neuschwk@harneyesd.k12.or.us,,Harney ESD Region XVII,-99,-99,-99,-99,Frontier Early Learning Hub,HARNEY,25,14,Bend/Central-Eastern Oregon,,2021,-119.27910642,43.33008147,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,,,
-13840211.2363,5363726.4286,656,Child Care Center,South Coast Head Start - Charleston,South Coast Head Start - Charleston,,Active,,CC502983,,63297 Sunrise St,,Coos Bay,OR,97420,,1855 Thomas Ave,,Coos Bay,OR,97420,,541-888-2222,,pmitchell.schs@orcca.us,,,,,36,5,South Coast Regional Early Learning Hub,COOS,11,7,Eugene (Valley) - Albany/Corvallis to Roseburg,,CC502983,-124.32873289,43.33907938,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,Arron Heriford,Cadastral Data
-13837381.1308,5364544.6766,657,Family Child Care Home,"Bullis, LaVonne E","Bullis, LaVonne E",,Inactive,,RF523339,,63447 Capitol Dr,,Coos Bay,OR,97420,,63447 Capitol Dr,,Coos Bay,OR,97420,,541-888-9106,,lavonnebullis@gmail.com,,,,,,,South Coast Regional Early Learning Hub,COOS,11,7,Eugene (Valley) - Albany/Corvallis to Roseburg,,RF523339,-124.30330962,43.3444251600001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/07/18 00:00:00+00,Dani Hall,Google Maps
-13825979.301,5365909.9852,658,Public School,Lighthouse Charter School,Lighthouse Charter School,,Active,3615,,,62858 HWY 101,,Coos Bay,OR,97420,,62858 Highway 101,,Coos Bay,OR,97420,,541-751-1649,,wlester@thelighthouseschool.org,www.thelighthouseschool.org,Coos Bay SD 9,-1,8,-99,-99,South Coast Regional Early Learning Hub,COOS,11,7,Eugene (Valley) - Albany/Corvallis to Roseburg,,3615,-124.20088524,43.3533439500001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2015/03/31 00:00:00+00,Chris Rowlette,Email
-13826787.8857,5366361.4445,659,Family Child Care Home,"Dahlstrom, Kerstin Cally","Dahlstrom, Kerstin Cally",,Inactive,,RF534453,,63115 N Barry RD,,Coos Bay,OR,97420,4115,63115 N Barry RD,,Coos Bay,OR,97420,4115,541-808-3453,,kcally1989@gmail.com,,,,,,,South Coast Regional Early Learning Hub,COOS,11,7,Eugene (Valley) - Albany/Corvallis to Roseburg,,RF534453,-124.20814888,43.3562927900001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/07/17 00:00:00+00,dani Hall,Google Maps
-13824247.7553,5366776.7615,660,Certified Family Child Care,Lorrene's Daycare and Preschool,Lorrene's Daycare and Preschool,,Active,,CF500945,,1375 I St,,Coos Bay,OR,97420,4443,1375 I St,,Coos Bay,OR,97420,4443,541-290-9457,,llatta@hotmail.com,,,,,24,12,South Coast Regional Early Learning Hub,COOS,11,7,Eugene (Valley) - Albany/Corvallis to Roseburg,,CF500945,-124.1853305,43.35900543,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,Dani Hall,google Maps
-13828258.9238,5366943.9032,661,Public School,Marshfield Senior High School,Marshfield Senior High School,,Active,201,,,10th & Ingersoll,,Coos Bay,OR,97420,0,1255 Hemlock Ave,,Coos Bay,OR,97420,0,541-267-1400,541-269-0161,travish@coos-bay.k12.or.us,www.marshfield.cbd9.net,Coos Bay SD 9,8,12,-99,-99,South Coast Regional Early Learning Hub,COOS,11,7,Eugene (Valley) - Albany/Corvallis to Roseburg,Waterfall-Marshfield School and Community Based Health Center,201,-124.22136344,43.3600970800001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2015/05/07 00:00:00+00,Chris Rowlette,Email
-13828049.6821,5367243.1381,662,Public School,Resource Link Charter School,Resource Link Charter School,,Active,4079,,,755 S 7th St,,Coos Bay,OR,97420,0,1255 Hemlock Ave,,Coos Bay,OR,97420,0,541-267-1485,,shellym@coos-bay.k12.or.us,www.resoucelinkcharter.org/rlcs/Home/html,Coos Bay SD 9,-1,12,-99,-99,South Coast Regional Early Learning Hub,COOS,11,7,Eugene (Valley) - Albany/Corvallis to Roseburg,,4079,-124.21948379,43.3620514200001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2015/05/07 00:00:00+00,Chris Rowlette,Email
-13828049.6821,5367243.1381,663,Public School,Destinations Academy,Destinations Academy,,Active,3227,,,755 S 7th St,,Coos Bay,OR,97420,0,1255 Hemlock Ave,,Coos Bay,OR,97420,0,541-267-1485,541-266-7314,shellym@coos-bay.k12.or.us,www.harding.cbd9.net,Coos Bay SD 9,9,12,-99,-99,South Coast Regional Early Learning Hub,COOS,11,7,Eugene (Valley) - Albany/Corvallis to Roseburg,,3227,-124.21948379,43.3620514200001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2015/05/07 00:00:00+00,Chris Rowlette,Email
-13824162.3565,5367278.7452,664,Family Child Care Home,"Trujillo, Michelle Maree","Trujillo, Michelle Maree",,Active,,RF055924,,590 14th Ave,,Coos Bay,OR,97420,4413,590 14th Ave,,Coos Bay,OR,97420,4413,541-269-0363,,Trujillo24@live.com,,,,,,,South Coast Regional Early Learning Hub,COOS,11,7,Eugene (Valley) - Albany/Corvallis to Roseburg,,RF055924,-124.18456335,43.3622839700001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,Dani Hall,Google Maps
-13826213.9079,5367562.0984,665,Certified Family Child Care,Linda's Child Care & Preschool,Linda's Child Care & Preschool,,Inactive,,CF000297,,475 Fink St,,Coos Bay,OR,97420,4384,475 Fink St,,Coos Bay,OR,97420,4384,541-404-9414,,huntley5074@charter.net,,,,,24,12,South Coast Regional Early Learning Hub,COOS,11,7,Eugene (Valley) - Albany/Corvallis to Roseburg,,CF000297,-124.20299275,43.3641345200001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/07/17 00:00:00+00,Dani Hall,Google Maps
-13828140.2828,5367655.6557,666,Family Child Care Home,"McCready, Cindy Anne","McCready, Cindy Anne",,Active,,RF054394,,435 S 8th St,,Coos Bay,OR,97420,,435 S 8th St,,Coos Bay,OR,97420,,541-269-5206,,mccin4@hotmail.com,,,,,,,South Coast Regional Early Learning Hub,COOS,11,7,Eugene (Valley) - Albany/Corvallis to Roseburg,,RF054394,-124.22029767,43.36474552,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,Dani Hall,Google Maps
-13825560.1352,5367668.1811,667,Public School,Eastside School,Eastside School,,Active,197,,,370 2nd Ave,,Coos Bay,OR,97420,4306,1255 Hemlock Ave,,Coos Bay,OR,97420,1298,541-267-1468,541-267-8225,MichelleI@coos-bay.k12.or.us,www.millicoma.cbd9.net,Coos Bay SD 9,-1,2,-99,-99,South Coast Regional Early Learning Hub,COOS,11,7,Eugene (Valley) - Albany/Corvallis to Roseburg,,197,-124.19711981,43.3648273200001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/08/11 00:00:00+00,Arron Heriford,School District Internet Review
-13825690.1252,5367718.8357,668,Child Care Center,Candyland PlayCare LLC,Candyland PlayCare LLC,,Active,,CC502470,,355 2nd Ave,,Coos Bay,OR,97420,,355 2nd Ave,,Coos Bay,OR,97420,,541-267-5495,,denamorgan42@yahoo.com,,,,,1,12,South Coast Regional Early Learning Hub,COOS,11,7,Eugene (Valley) - Albany/Corvallis to Roseburg,,CC502470,-124.19828753,43.3651581300001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,Arron Heriford,Cadastral Data
-13828457.9207,5367762.5954,669,Public School,Blossom Gulch Elementary School,Blossom Gulch Elementary School,,Inactive,192,,,333 S 10th St,,Coos Bay,OR,97420,0,1255 Hemlock Ave,,Coos Bay,OR,97420,0,541-267-1340,541-267-7109,lindav@coos-bay.k12.or.us,www.blossom.cbd9.net,Coos Bay SD 9,-1,3,-99,-99,South Coast Regional Early Learning Hub,COOS,11,7,Eugene (Valley) - Albany/Corvallis to Roseburg,,192,-124.22315106,43.3654439100001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2015/05/07 00:00:00+00,Chris Rowlette,Email
-13825558.1482,5367892.1132,670,Public School,Millicoma School,Millicoma School,,Active,197,,,260 2nd Ave,,Coos Bay,OR,97420,0,1255 Hemlock Ave,,Coos Bay,OR,97420,0,541-267-1468,541-267-8225,MichelleI@coos-bay.k12.or.us,www.millicoma.cbd9.net,Coos Bay SD 9,4,7,-99,-99,South Coast Regional Early Learning Hub,COOS,11,7,Eugene (Valley) - Albany/Corvallis to Roseburg,,197,-124.19710196,43.3662897400001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2015/05/07 00:00:00+00,Chris Rowlette,Email
-13827589.3159,5368165.2438,671,School District Program new,Belloni On Campus School,Belloni On Campus School,,Active,,,100476,320 Central Ave,Suite 406,Coos Bay,OR,97420,0,320 Central Ave,Suite 406,Coos Bay,OR,97420,0,,,,,,-99,-99,-99,-99,South Coast Regional Early Learning Hub,COOS,11,7,Eugene (Valley) - Albany/Corvallis to Roseburg,,100476,-124.21534825,43.3680734100001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,,Arron Heriford,
-13828896.1043,5368173.8834,672,Family Child Care Home,"Bockwinkel, Jade Desiree","Bockwinkel, Jade Desiree",,Inactive,,RF534618,,1376 Central Ave,,Coos Bay,OR,97420,,1376 Central Ave,,Coos Bay,OR,97420,,541-217-4055,,bossyboots1980@yahoo.com,,,,,,,South Coast Regional Early Learning Hub,COOS,11,7,Eugene (Valley) - Albany/Corvallis to Roseburg,,RF534618,-124.22708733,43.36812983,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/07/17 00:00:00+00,Dani Hall,Google Maps
-13827619.262,5368386.3656,673,Child Care Center,Emmanuel Episcopal Preschool,Emmanuel Episcopal Preschool,,Inactive,,CC503475,,400 Highland Ave,,Coos Bay,OR,97420,2211,PO Box 1028,,Coos Bay,OR,97420,,541-269-5829,,secretary@episcopalcoosbay.org,,,,,2,5,South Coast Regional Early Learning Hub,COOS,11,7,Eugene (Valley) - Albany/Corvallis to Roseburg,,CC503475,-124.21561726,43.3695174000001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/07/17 00:00:00+00,Dani Hall,Google Maps
-13829460.404,5369171.955,674,Family Child Care Home,"Reavis, Brenda May Sue","Reavis, Brenda May Sue",,Inactive,,RF018186,,850 Oakway Dr,,Coos Bay,OR,97420,,850 Oakway Dr,,Coos Bay,OR,97420,,541-267-0649,,bkreavis@live.com,,,,,,,South Coast Regional Early Learning Hub,COOS,11,7,Eugene (Valley) - Albany/Corvallis to Roseburg,,RF018186,-124.23215652,43.3746472500001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/07/17 00:00:00+00,Dani Hall,Google Maps
-13727898.1612,5369418.9741,675,Family Child Care Home,"Peterson, Denise Irene","Peterson, Denise Irene",,Inactive,,RF520010,,1191 S Calapooia St,,Sutherlin,OR,97479,,1191 S Calapooia St,,Sutherlin,OR,97479,,541-430-7467,,bellabees.dp@gmail.com,,,,,,,South-Central Oregon Early Learning Hub,DOUGLAS,19,6,Eugene (Valley) - Albany/Corvallis to Roseburg,,RF520010,-123.31980737,43.37626018,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/07/27 00:00:00+00,Dani Hall,Google Maps
-13828710.8219,5369455.4503,676,School District,Coos Bay SD 9,Coos Bay SD 9,,Active,1965,,,1255 Hemlock Ave,,Coos Bay,OR,97420,0,1255 Hemlock Ave,,Coos Bay,OR,97420,0,541-267-3104,541-269-5366,dawng@coos-bay.k12.or.us,www.cbd9.net,South Coast ESD,-99,-99,-99,-99,South Coast Regional Early Learning Hub,COOS,11,7,Eugene (Valley) - Albany/Corvallis to Roseburg,,1965,-124.22542291,43.3764983500001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,,,
